Review,Star,Sentiment
First time i went food and service was good.however on 4/12/22  smh 🤦. Staff was unprofessional and service was unsanitary. With bare hands there was a girl  employee eating a bowl of peter chips beyond the counter where food ordering takes place. She then put gloves .onnand started  to take  orders. Hair nets was not on the correct way.the guy bringing the rice out was tallking to another co worker using all type of inappropriate  words. Then it gets worse i get home eat my food and there is a long hair in it. Drf calling corporate  if i can find a number.,1,Negative
"I honestly don't even want to give this place a single star, that's how bad it is. This is the second time I've ordered online from there and both times it was missing almost half of the ingredients. The first time, I let it go and didn't complain. However, this time the bowl was barely half full. Not to mention, the few times I've visited the location and was met with a hostile environment created by the managers/workers that are consistently yelling at each other. Do not eat here, not worth spending your money.

In addition, I reached out directly to CAVA for a refund, however after sending multiple follow ups, no one from the customer service team ever responded or issued a refund.",1,Negative
Great location for a quick bite. Food was good but the door makes a horrible slamming noise every time it was open or shut.,4,Positive
"Wow, what’s going on with this place. Either a bad manager or a total loss of organizational skills. During lunchtime they have no napkins, half of the ingredients are missing, two out of seven dressings, no forks, no spoons, garbage on the floor, people going without purpose back-and-forth behind the counter. I ordered takeout took 45 minutes beyond the time specified for the pick up. Unbelievable.",1,Negative
"Great general manager Mohamed, I recommend this Cava to everyone
04/11/23",5,Positive
"Great food, but don’t order online! I was eating this everyday consistently but because of the amount of errors, I only go there when I have the time to wait online. Paying for double meat? I only end up with single, meat balls? I end up with chicken.  So again, food is always good, but the online ordering and pick up is not worth it.",3,Negative
"‘No bowls today’

Basically paying the same amount of money for less food.

Seems silly to have all these greens go to waste. Everything was an up charge. I gave three stars because at the register they gave me some lentils.",3,Negative
"I go there a few times weekly because of its proximity ti my job. Lettuce most times is withered and everytime I ask it's always ""we just put that there"". Sorry but I'm not paying $14 for withered lettuce. Staff is also not very customer oriented.",1,Negative
"I love Cava, and all other Cava locations except for this one.

I have ordered many times from this Cava and every single time, things are missing from the bowl or plain wrong, not to mention constantly late - sometimes for over and hour late. I feel bad for the poor delivery drivers losing time and money waiting for this Cava location to make 1 or 2 bowls…

Cava corporate should seriously look at this location’s management and operations, or shut it down. This location is ruining the reputation and good name of Cava. If this happens to be the first and only Cava you’ve interacted with, there’s a >50% chance you never go to any Cava ever again - it’s that bad

Cava corporate, please read this and the other reviews, fix this store and its staff, retrain the entire team and please. I want nothing more than to support you and give you my money, but this store is absolutely embarrassing.",1,Negative
Usually this place is good. Today I was given hard burnt brown rice after I told the lady I didn’t want hard rice. I asked if there was a fresh pot and was told no with an attitude and she did not even check. The veggies looked old. I’m hoping this was a one off.,2,Negative
"I’ve been going here consistently since it opened, and the service has been terrible the past couple of months. And worse I got there at 7pm and they were out of most topping options. I ended up paying too much for just rice, lettuce, cucumbers and corn. While I was there, a worker was also screaming at a food delivery guy. I hope things change cause I actually love the food at CAVA.",1,Negative
"Friendly staff & food is good BUT service is HORRIBLE. The service has severely declined in the past two months, by 6 pm and they close at 9pm there is NEVER a full menu. Menu items and dressing are always finished. NO ONIONS, NO CUCUMBERS, NO GARLIC DRESSING, NO PITA CRISP. Bins are displayed full of onions but prepared etc. There is no reason the staff is not well prepared to have the food items cut, cooked and or prepared for the evening rush. Food is not appealing the area is sloppy. I’ve recently stopped going since I’m not able to get everything I would like to in my salad for $13-$16 meal. This restaurant needs better management before it really goes down hill. I’M HIGHLY DISAPPOINTED…….. now I will have to find digester else to eat …….. hopefully someone can save this location.",1,Negative
Love the food. Will come back,5,Positive
"Line is also super slow. They have way too many employees that just stand around instead of helping the line move. The employees are always super rude. The food is ok I guess but it is definitely not worth the wait, which is always crazy long.",1,Negative
"Almost 4 stars because the staff didn't seem happy. They need a vacation! Working hard- they probably need more money! Food was good and fresh, salads were healthy and food was just right! The $ also fairly priced. Could be a tad cleaner.",5,Positive
The salads are actually filling and I really like the wide variety of topings,5,Positive
