aspect,adjective,aspect_adj,predictions_overall,predictions_absa_pre
biscuit,mcchicken,mcchicken biscuit,Negative,Neutral
place,massive,massive place,Positive,Positive
potato,mashed,mashed potato,Neutral,Neutral
potato,mashed,mashed potato,Negative,Neutral
potato,mashed,mashed potato,Positive,Neutral
experience,marvelous,marvelous experience,Positive,Positive
stand,mapleshade,mapleshade stand,Negative,Neutral
blend,many,many blend,Positive,Positive
burgers restaurant,many,many burgers restaurant,Neutral,Neutral
chief,many,many chief,Negative,Neutral
coffee option,many,many coffee option,Negative,Neutral
cup,many,many cup,Positive,Neutral
order,many,many order,Negative,Neutral
people,many,many people,Negative,Neutral
people,many,many people,Positive,Neutral
people,many,many people,Negative,Neutral
people,many,many people,Negative,Neutral
recommendation,many,many recommendation,Positive,Neutral
review,many,many review,Negative,Neutral
selection,many,many selection,Positive,Positive
she,many,many she,Negative,Neutral
shop,many,many shop,Negative,Neutral
steakhouse,many,many steakhouse,Positive,Neutral
table,many,many table,Positive,Neutral
way,many,many way,Negative,Neutral
year,many,many year,Positive,Neutral
grin,malevolent,malevolent grin,Negative,Negative
business park,major,major business park,Negative,Neutral
improvement,major,major improvement,Negative,Neutral
attraction,main,main attraction,Positive,Neutral
course,main,main course,Positive,Neutral
office,main,main office,Negative,Neutral
all,magnificent,magnificent all,Positive,Positive
bartender,magnificent,magnificent bartender,Positive,Positive
staff,magnificent,magnificent staff,Positive,Positive
soda box,magic,magic soda box,Negative,Neutral
sign,made,made sign,Negative,Neutral
girl,mad,mad girl,Negative,Negative
lot,mad,mad lot,Negative,Neutral
they,mad,mad they,Negative,Negative
food,lukewarm,lukewarm food,Negative,Negative
bite,lucky,lucky bite,Negative,Positive
cheese,lucky,lucky cheese,Negative,Positive
mix in,lucky,lucky mix in,Negative,Positive
we,lucky,lucky we,Negative,Positive
budget people,low,low budget people,Positive,Negative
key,low,low key,Positive,Neutral
level worker,low,low level worker,Positive,Negative
light,low,low light,Positive,Negative
neighborhood steakhouse,low,low neighborhood steakhouse,Positive,Neutral
staff,low,low staff,Neutral,Negative
coffee,lovely,lovely coffee,Positive,Positive
everything,lovely,lovely everything,Positive,Positive
it,lovely,lovely it,Neutral,Positive
outdoor,lovely,lovely outdoor,Positive,Positive
place,lovely,lovely place,Positive,Positive
prado storefront,lovely,lovely prado storefront,Negative,Positive
restaurant,lovely,lovely restaurant,Positive,Positive
service,lovely,lovely service,Positive,Positive
spot,lovely,lovely spot,Positive,Positive
spot,lovely,lovely spot,Positive,Positive
staff,lovely,lovely staff,Positive,Positive
bills bartender,loved,loved bills bartender,Positive,Positive
atmosphere,lousy,lousy atmosphere,Positive,Positive
music,loud,loud music,Neutral,Negative
place,loud,loud place,Positive,Negative
coffee shop,looking,looking coffee shop,Positive,Neutral
menu,looking,looking menu,Positive,Neutral
restaurant,looking,looking restaurant,Positive,Neutral
amount,longest,longest amount,Negative,Neutral
conversation,longest,longest conversation,Negative,Neutral
it,longer,longer it,Negative,Neutral
drive,long,long drive,Positive,Neutral
food,long,long food,Negative,Neutral
hair,long,long hair,Negative,Neutral
hair,long,long hair,Negative,Neutral
hair,long,long hair,Positive,Neutral
it,long,long it,Negative,Neutral
line,long,long line,Negative,Negative
line,long,long line,Negative,Negative
line,long,long line,Negative,Negative
line,long,long line,Negative,Negative
line,long,long line,Positive,Negative
line,long,long line,Negative,Negative
line,long,long line,Neutral,Negative
process,long,long process,Negative,Negative
review,long,long review,Positive,Neutral
shift,long,long shift,Negative,Negative
time,long,long time,Negative,Negative
time,long,long time,Negative,Negative
time,long,long time,Negative,Negative
time,long,long time,Negative,Negative
time,long,long time,Positive,Negative
time,long,long time,Negative,Negative
time,long,long time,Positive,Negative
time,long,long time,Positive,Negative
time,long,long time,Positive,Negative
time,long,long time,Positive,Negative
time,long,long time,Positive,Negative
time,long,long time,Negative,Negative
wait,long,long wait,Positive,Negative
wait,long,long wait,Negative,Negative
wait,long,long wait,Negative,Negative
while,long,long while,Negative,Neutral
art,local,local art,Positive,Neutral
bar,local,local bar,Positive,Neutral
bar,local,local bar,Positive,Neutral
business,local,local business,Negative,Neutral
business,local,local business,Neutral,Neutral
coffee,local,local coffee,Positive,Neutral
coffee roaster,local,local coffee roaster,Positive,Neutral
coffee roaster,local,local coffee roaster,Positive,Neutral
coffee shop,local,local coffee shop,Positive,Neutral
coffee shop,local,local coffee shop,Positive,Neutral
coffee shop,local,local coffee shop,Positive,Neutral
coffeeshop,local,local coffeeshop,Positive,Neutral
company,local,local company,Positive,Neutral
favorite,local,local favorite,Positive,Positive
flavor,local,local flavor,Positive,Neutral
it,local,local it,Positive,Neutral
love,local,local love,Positive,Neutral
restaurant,local,local restaurant,Negative,Neutral
roaster,local,local roaster,Positive,Neutral
shop,local,local shop,Positive,Neutral
steak house,local,local steak house,Neutral,Neutral
store,local,local store,Negative,Neutral
chicken flatbread,loaded,loaded chicken flatbread,Negative,Neutral
fry,loaded,loaded fry,Negative,Neutral
sandwich,loaded,loaded sandwich,Positive,Positive
boy,little,little boy,Negative,Neutral
cappuccino,little,little cappuccino,Positive,Neutral
chuckle,little,little chuckle,Negative,Neutral
coffee shop,little,little coffee shop,Positive,Neutral
coffee shop,little,little coffee shop,Positive,Neutral
coffee shop,little,little coffee shop,Positive,Neutral
coffee shop,little,little coffee shop,Positive,Neutral
demand,little,little demand,Negative,Neutral
fire pit,little,little fire pit,Positive,Neutral
floor,little,little floor,Negative,Neutral
food,little,little food,Negative,Negative
gem,little,little gem,Positive,Positive
i,little,little i,Positive,Neutral
i,little,little i,Positive,Neutral
idea,little,little idea,Negative,Neutral
inconsistent,little,little inconsistent,Positive,Negative
it,little,little it,Neutral,Neutral
kick,little,little kick,Positive,Neutral
kid,little,little kid,Positive,Neutral
lounge,little,little lounge,Positive,Neutral
neighborhood,little,little neighborhood,Positive,Neutral
parking,little,little parking,Positive,Neutral
personality,little,little personality,Negative,Negative
place,little,little place,Positive,Neutral
place,little,little place,Positive,Neutral
place,little,little place,Positive,Neutral
place,little,little place,Positive,Neutral
plant,little,little plant,Positive,Neutral
service,little,little service,Neutral,Neutral
space,little,little space,Positive,Neutral
spot,little,little spot,Positive,Neutral
spot,little,little spot,Neutral,Neutral
steak,little,little steak,Neutral,Neutral
they,little,little they,Positive,Neutral
tour,little,little tour,Positive,Neutral
while,little,little while,Positive,Neutral
table,lit,lit table,Negative,Neutral
hour,listed,listed hour,Negative,Neutral
i,likely,likely i,Neutral,Neutral
they,likely,likely they,Positive,Neutral
roast,lighter,lighter roast,Positive,Neutral
egg,light,light egg,Positive,Neutral
table,light,light table,Positive,Neutral
food,less,less food,Negative,Negative
i,less,less i,Negative,Negative
i,less,less i,Negative,Negative
i,less,less i,Negative,Negative
quality,less,less quality,Negative,Negative
salad,less,less salad,Negative,Negative
i,least,least i,Negative,Neutral
they,least,least they,Negative,Neutral
you,least,least you,Negative,Neutral
employee,lazy,lazy employee,Negative,Negative
lady,lazy,lazy lady,Negative,Negative
staff,lazy,lazy staff,Negative,Negative
they,lazy,lazy they,Negative,Negative
latte,lavender,lavender latte,Positive,Neutral
album,latest,latest album,Positive,Neutral
item,latest,latest item,Positive,Neutral
chololate service,late,late chololate service,Positive,Negative
line,late,late line,Negative,Neutral
night,late,late night,Positive,Neutral
night,late,late night,Positive,Neutral
saturday night,late,late saturday night,Positive,Neutral
some,late,late some,Negative,Neutral
they,late,late they,Negative,Neutral
choice,last,last choice,Negative,Neutral
couple,last,last couple,Positive,Neutral
customer,last,last customer,Negative,Neutral
dime,last,last dime,Negative,Neutral
i,last,last i,Negative,Neutral
it,last,last it,Negative,Neutral
minute decision,last,last minute decision,Positive,Neutral
month,last,last month,Neutral,Neutral
order,last,last order,Negative,Neutral
time,last,last time,Negative,Neutral
time,last,last time,Negative,Neutral
time,last,last time,Negative,Neutral
visit,last,last visit,Neutral,Neutral
week,last,last week,Negative,Neutral
week,last,last week,Negative,Neutral
year,last,last year,Negative,Neutral
group,larger,larger group,Neutral,Neutral
area,large,large area,Positive,Positive
bluepoint oyster,large,large bluepoint oyster,Positive,Positive
coffee cup,large,large coffee cup,Negative,Positive
fan,large,large fan,Neutral,Positive
menu,large,large menu,Positive,Neutral
patio area,large,large patio area,Positive,Positive
quality,large,large quality,Positive,Positive
restaurant,large,large restaurant,Neutral,Positive
size,large,large size,Negative,Positive
variety,large,large variety,Positive,Positive
you,large,large you,Negative,Neutral
manger,lame,lame manger,Negative,Negative
atmosphere,laid,laid atmosphere,Neutral,Positive
chai latte,lacking,lacking chai latte,Positive,Neutral
mode,la,la mode,Negative,Neutral
staff,knowledgeable,knowledgeable staff,Positive,Positive
server alex,knowledgeable,knowledgeable server alex,Positive,Positive
server,knowledgeable,knowledgeable server,Positive,Positive
she,knowledgeable,knowledgeable she,Positive,Positive
waiter,knowledgeable,knowledgeable waiter,Positive,Positive
chadwick,knowledgeable,knowledgeable chadwick,Positive,Positive
service,knowledgeable,knowledgeable service,Positive,Positive
everyone,knowledgeable,knowledgeable everyone,Positive,Positive
waiter michael,knowledgeable,knowledgeable waiter michael,Positive,Positive
he,knowledgeable,knowledgeable he,Positive,Positive
staff,knowledgeable,knowledgeable staff,Positive,Positive
staff,knowledgeable,knowledgeable staff,Positive,Positive
place,kinda,kinda place,Neutral,Neutral
bar place,kinda,kinda bar place,Neutral,Neutral
she,kind,kind she,Positive,Positive
lady,kind,kind lady,Positive,Positive
thru lady,kind,kind thru lady,Positive,Positive
chanell,kind,kind chanell,Positive,Positive
cashier,kind,kind cashier,Positive,Positive
employee,kind,kind employee,Positive,Positive
! kindness,kind,kind ! kindness,Positive,Positive
everyone,kind,kind everyone,Positive,Positive
owner,kind,kind owner,Positive,Positive
owner,kind,kind owner,Positive,Positive
staff,kind,kind staff,Positive,Positive
staff,kind,kind staff,Positive,Positive
who,kind,kind who,Positive,Positive
everyone,kind,kind everyone,Positive,Positive
robert smile,kid,kid robert smile,Neutral,Neutral
mind,kept,kept mind,Negative,Neutral
that,juicy,juicy that,Positive,Positive
it,juicy,juicy it,Positive,Positive
restaurant,italian,italian restaurant,Negative,Neutral
bean coffee,ish,ish bean coffee,Positive,Neutral
shift,is,is shift,Negative,Neutral
term,ironic,ironic term,Negative,Negative
atmosphere,inviting,inviting atmosphere,Positive,Positive
table,interior,interior table,Positive,Neutral
design,interior,interior design,Positive,Neutral
flavor,interesting,interesting flavor,Positive,Positive
she,interested,interested she,Negative,Neutral
people,interested,interested people,Negative,Neutral
activity,intended,intended activity,Neutral,Neutral
service,instant,instant service,Positive,Positive
cashier,insistent,insistent cashier,Neutral,Negative
someone,inside,inside someone,Negative,Neutral
customer service,inside,inside customer service,Negative,Neutral
they,inside,inside they,Positive,Neutral
it,insane,insane it,Negative,Negative
which,insane,insane which,Negative,Negative
server,informative,informative server,Positive,Positive
